title,description,price,date_place
YAMAHA MT-09 Y-AMT (35kW),"Das revolutionäre Schalterlebnis mit der Yamaha MT-09 Y-AMT. Fahren in der nächsten Dimension.

Diese MT-09 Y-AMT 35kW in ""Tech Black"" ist ab sofort zu Probefahrt bereit. - Neupreis Fr. 12'990.- Demopreis per per Anfang Juli Fr. 9700.- plus Fr. 300.- Bereitstellungs-Pauschale (voller Tank, Vignette, Formalitäten) 60 Mt. Yamaha Swiss Garantie.

Mit dem intuitiven und taktilen Wipp-Schalter schaltest du einfach per Fingertipp schneller und gleichmässiger durch das Schaltgetriebe und entlockst so der MT-09 ihr volles sportliches Potenzial. Dieses revolutionäre Schalterlebnis ermöglicht es dir, dich voll und ganz auf das messerscharfe Handling, das Bremsen und die kraftvolle Beschleunigung der MT-09 zu konzentrieren. Anpassbare Fahrmodi, schräglagenabhängigen Fahrhilfen, Tempomat, Keyless-System und dazu das grosse TFT Farbdisplay mit Smartphone-Konnektivität und Navigation.

*** Wir sind der grösste Yamaha, Moto Guzzi und Honda Vertreter der Ostschweiz, sowie Zontes Verkaufs- und Servicestelle. Wir sind bekannt für einen freundlichen, ehrlichen und kompetenten Umgang und es ist unser Ziel, dir den besten Service zu bieten. Ein Besuch bei uns wird dich überzeugen. - Eintausch willkommen. ***

YAMAHA - MOTO GUZZI - HONDA - ZONTES

on parle français; we speak english; parliamo italiano",No price found,No date & place found
"Das revolutionäre Schalterlebnis mit der Yamaha MT-09 Y-AMT. Fahren in der nächsten Dimension.

Diese MT-09 Y-AMT 35kW in ""Tech Black"" ist ab sofort zu Probefahrt bereit. - Neupreis Fr. 12'990.- Demopreis per per Anfang Juli Fr. 9700.- plus Fr. 300.- Bereitstellungs-Pauschale (voller Tank, Vignette, Formalitäten) 60 Mt. Yamaha Swiss Garantie.

Mit dem intuitiven und taktilen Wipp-Schalter schaltest du einfach per Fingertipp schneller und gleichmässiger durch das Schaltgetriebe und entlockst so der MT-09 ihr volles sportliches Potenzial. Dieses revolutionäre Schalterlebnis ermöglicht es dir, dich voll und ganz auf das messerscharfe Handling, das Bremsen und die kraftvolle Beschleunigung der MT-09 zu konzentrieren. Anpassbare Fahrmodi, schräglagenabhängigen Fahrhilfen, Tempomat, Keyless-System und dazu das grosse TFT Farbdisplay mit Smartphone-Konnektivität und Navigation.

*** Wir sind der grösste Yamaha, Moto Guzzi und Honda Vertreter der Ostschweiz, sowie Zontes Verkaufs- und Servicestelle. Wir sind bekannt für einen freundlichen, ehrlichen und kompetenten Umgang und es ist unser Ziel, dir den besten Service zu bieten. Ein Besuch bei uns wird dich überzeugen. - Eintausch willkommen. ***

YAMAHA - MOTO GUZZI - HONDA - ZONTES

on parle français; we speak english; parliamo italiano","Ktm lc4 640 SM

vendo con scarichi gpr omologati più casco alpinestar e faro nuovo con gomme quasi nuove 

Moto non incidentata solo leva freno scheggiata e forse problema al gallegiante

La moto l?ho presa da un privato e la vendo perché per me è troppo per iniziare

Ultimo collaudo 2021",No price found,No date & place found
KTM 640 Lc4 SM,"Ktm lc4 640 SM

vendo con scarichi gpr omologati più casco alpinestar e faro nuovo con gomme quasi nuove 

Moto non incidentata solo leva freno scheggiata e forse problema al gallegiante

La moto l?ho presa da un privato e la vendo perché per me è troppo per iniziare

Ultimo collaudo 2021",No price found,No date & place found
"Ktm lc4 640 SM

vendo con scarichi gpr omologati più casco alpinestar e faro nuovo con gomme quasi nuove 

Moto non incidentata solo leva freno scheggiata e forse problema al gallegiante

La moto l?ho presa da un privato e la vendo perché per me è troppo per iniziare

Ultimo collaudo 2021","Zum Verkauf steht eine seltene BMW R25/0 aus dem Jahr 1951 mit 4`648Km.
Ein zeitloser Klassiker mit 250ccm, frisch ab Service und MFK (10.03.2025).
Diese liebevoll gepflegte Maschine bietet ein angenehmes Fahrgefühl und begeistert mit ihrem unverwechselbaren Einzylinder Sound. Ein echtes Sammlerstück für Kenner und Oldtimer-Liebhaber!

Das Motorrad wurde aufwendig überholt, zahlreiche Teile wurden 
erneuert oder instand gesetzt, darunter:

- Alle Seilzüge (Gas, Kupplung, Bremse)
- Gasdrehgriff & Griffgummis
- Unterbrecher, Kondensator & elektronischer 6V-Regler (Mechanischer Regler ist vorhanden)
- Neue Batterie & Zündkerze
- Lenkkopflager ersetzt
- Blattfeder Hauptständer
- Druckfeder Kupplung
- Schieberfeder im Vergaser ersetzt
- Gabel komplett überholt (inkl. neue Druckfedern & Manschetten)
- Neue Zylinderfuß- & Zylinderkopfdichtungen
- Gummitüllen der Stösselführung erneuert
- Heckleuchte (Eber) erneuert
- Frisches Gabelöl, Getriebeöl & Motoröl

Zubehör:
- Betriebsanleitung
- Reparaturanleitung
- Ersatzbatterie (YUASA B49-6 Originalverpackt)
- Motorenöl Castrol SAE 40
- Getriebeöl Castrol SAE 90
- etc.

Preis: Verhandelbar",No price found,No date & place found
Seltenes Liebhaberstück - BMW R25/0 (Jg. 1951),"Zum Verkauf steht eine seltene BMW R25/0 aus dem Jahr 1951 mit 4`648Km.
Ein zeitloser Klassiker mit 250ccm, frisch ab Service und MFK (10.03.2025).
Diese liebevoll gepflegte Maschine bietet ein angenehmes Fahrgefühl und begeistert mit ihrem unverwechselbaren Einzylinder Sound. Ein echtes Sammlerstück für Kenner und Oldtimer-Liebhaber!

Das Motorrad wurde aufwendig überholt, zahlreiche Teile wurden 
erneuert oder instand gesetzt, darunter:

- Alle Seilzüge (Gas, Kupplung, Bremse)
- Gasdrehgriff & Griffgummis
- Unterbrecher, Kondensator & elektronischer 6V-Regler (Mechanischer Regler ist vorhanden)
- Neue Batterie & Zündkerze
- Lenkkopflager ersetzt
- Blattfeder Hauptständer
- Druckfeder Kupplung
- Schieberfeder im Vergaser ersetzt
- Gabel komplett überholt (inkl. neue Druckfedern & Manschetten)
- Neue Zylinderfuß- & Zylinderkopfdichtungen
- Gummitüllen der Stösselführung erneuert
- Heckleuchte (Eber) erneuert
- Frisches Gabelöl, Getriebeöl & Motoröl

Zubehör:
- Betriebsanleitung
- Reparaturanleitung
- Ersatzbatterie (YUASA B49-6 Originalverpackt)
- Motorenöl Castrol SAE 40
- Getriebeöl Castrol SAE 90
- etc.

Preis: Verhandelbar",No price found,No date & place found
"Zum Verkauf steht eine seltene BMW R25/0 aus dem Jahr 1951 mit 4`648Km.
Ein zeitloser Klassiker mit 250ccm, frisch ab Service und MFK (10.03.2025).
Diese liebevoll gepflegte Maschine bietet ein angenehmes Fahrgefühl und begeistert mit ihrem unverwechselbaren Einzylinder Sound. Ein echtes Sammlerstück für Kenner und Oldtimer-Liebhaber!

Das Motorrad wurde aufwendig überholt, zahlreiche Teile wurden 
erneuert oder instand gesetzt, darunter:

- Alle Seilzüge (Gas, Kupplung, Bremse)
- Gasdrehgriff & Griffgummis
- Unterbrecher, Kondensator & elektronischer 6V-Regler (Mechanischer Regler ist vorhanden)
- Neue Batterie & Zündkerze
- Lenkkopflager ersetzt
- Blattfeder Hauptständer
- Druckfeder Kupplung
- Schieberfeder im Vergaser ersetzt
- Gabel komplett überholt (inkl. neue Druckfedern & Manschetten)
- Neue Zylinderfuß- & Zylinderkopfdichtungen
- Gummitüllen der Stösselführung erneuert
- Heckleuchte (Eber) erneuert
- Frisches Gabelöl, Getriebeöl & Motoröl

Zubehör:
- Betriebsanleitung
- Reparaturanleitung
- Ersatzbatterie (YUASA B49-6 Originalverpackt)
- Motorenöl Castrol SAE 40
- Getriebeöl Castrol SAE 90
- etc.

Preis: Verhandelbar","Bei Fragen anrufen 
Läuft perfekt 
Alle originalen Teile vorhanden 

Sehr viele teile zusätzlich dabei
Bitte keine unverschämten Angebote


Gegen Gebot",No price found,No date & place found
"Mwh Starrahmen Chopper, Harley Davidson","Bei Fragen anrufen 
Läuft perfekt 
Alle originalen Teile vorhanden 

Sehr viele teile zusätzlich dabei
Bitte keine unverschämten Angebote


Gegen Gebot",No price found,No date & place found
"Bei Fragen anrufen 
Läuft perfekt 
Alle originalen Teile vorhanden 

Sehr viele teile zusätzlich dabei
Bitte keine unverschämten Angebote


Gegen Gebot","Verkaufe meine wunderschöne Harley-Davidson Wide Glide aus dem letzten Produktionsjahr 2017.

Die Maschine wurde stets sorgfältig gewartet und ist in einem Top-Zustand. Es wurde mit vielen Extras individualisiert, wie z.B. Jekill & Hyde Komplettanlage, Griffe, Zündkabel, LED Scheinwerfer, Midland Luftfilter und vieles mehr.

Technische Daten:

?	Baujahr: 2017
?	Motor: 1.690 cm³ Twin Cam 103
?	Leistung: 58KW (gedrosselt auf 35KW)
?	Getriebe: 6-Gang Cruise Drive
?	Ausstattung: Elektronische Einspritzung (ESPFI), ABS, tiefer Sitz (680 mm Sitzhöhe), und vieles mehr.

Mit diesem Bike ist der Spass absolut garantiert!

Bei weiteren Fragen oder für eine Besichtigung gerne unverzüglich bei mir melden.

Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung.",No price found,No date & place found
Harley-Davidson Dyna Wide Glide 2017,"Verkaufe meine wunderschöne Harley-Davidson Wide Glide aus dem letzten Produktionsjahr 2017.

Die Maschine wurde stets sorgfältig gewartet und ist in einem Top-Zustand. Es wurde mit vielen Extras individualisiert, wie z.B. Jekill & Hyde Komplettanlage, Griffe, Zündkabel, LED Scheinwerfer, Midland Luftfilter und vieles mehr.

Technische Daten:

?	Baujahr: 2017
?	Motor: 1.690 cm³ Twin Cam 103
?	Leistung: 58KW (gedrosselt auf 35KW)
?	Getriebe: 6-Gang Cruise Drive
?	Ausstattung: Elektronische Einspritzung (ESPFI), ABS, tiefer Sitz (680 mm Sitzhöhe), und vieles mehr.

Mit diesem Bike ist der Spass absolut garantiert!

Bei weiteren Fragen oder für eine Besichtigung gerne unverzüglich bei mir melden.

Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung.",No price found,No date & place found
"Verkaufe meine wunderschöne Harley-Davidson Wide Glide aus dem letzten Produktionsjahr 2017.

Die Maschine wurde stets sorgfältig gewartet und ist in einem Top-Zustand. Es wurde mit vielen Extras individualisiert, wie z.B. Jekill & Hyde Komplettanlage, Griffe, Zündkabel, LED Scheinwerfer, Midland Luftfilter und vieles mehr.

Technische Daten:

?	Baujahr: 2017
?	Motor: 1.690 cm³ Twin Cam 103
?	Leistung: 58KW (gedrosselt auf 35KW)
?	Getriebe: 6-Gang Cruise Drive
?	Ausstattung: Elektronische Einspritzung (ESPFI), ABS, tiefer Sitz (680 mm Sitzhöhe), und vieles mehr.

Mit diesem Bike ist der Spass absolut garantiert!

Bei weiteren Fragen oder für eine Besichtigung gerne unverzüglich bei mir melden.

Der Verkauf erfolgt unter Ausschluss jeglicher Gewährleistung.",Zu verkaufen steht eine Malaguti xtm 125ccm. Ab 16 Jahren fahrbar und in einem Sehr gutem Zustand. Service wurde Regelmäßig gemacht aber das Service Heft ist leider nicht mehr vorhanden. Der Verkauf erfolgt ab Platz und ohne Garantie. Das Motorrad kann gerne besichtig werden. Bei Fragen einfach schreiben.,No price found,No date & place found
Malaguti xtm 125ccm,Zu verkaufen steht eine Malaguti xtm 125ccm. Ab 16 Jahren fahrbar und in einem Sehr gutem Zustand. Service wurde Regelmäßig gemacht aber das Service Heft ist leider nicht mehr vorhanden. Der Verkauf erfolgt ab Platz und ohne Garantie. Das Motorrad kann gerne besichtig werden. Bei Fragen einfach schreiben.,No price found,No date & place found
Zu verkaufen steht eine Malaguti xtm 125ccm. Ab 16 Jahren fahrbar und in einem Sehr gutem Zustand. Service wurde Regelmäßig gemacht aber das Service Heft ist leider nicht mehr vorhanden. Der Verkauf erfolgt ab Platz und ohne Garantie. Das Motorrad kann gerne besichtig werden. Bei Fragen einfach schreiben.,No description found,No price found,No date & place found
Seniorenmobil,"Seniorenmobil, 7 Jährig Batterien müssen ersetzt werden, kleiner Schaden siehe Foto, 2 Schlüssel, Ladegerät",No price found,No date & place found
"Seniorenmobil, 7 Jährig Batterien müssen ersetzt werden, kleiner Schaden siehe Foto, 2 Schlüssel, Ladegerät","Tolle praktische und zuverlässige Vespa mit grossem Topcase. Ab MFK 28-Jan-2025
(kann somit sofort eingelöst werden und muss erst mitte 2027 wieder vorgeführt werden)

-Fahrzeug: PIAGGIO VESPA ET2 Carb. (entdrosselt mit ensprechendem Eintrag im Fahrzeugausweis)
-Höchstgeschwindigkeit: 65km/h (kommt gemäss Tacho auf knapp 70km/h)
-Farbe: Blau
-Inverkehrsetzung: Mai 2000
-KM: 37'660
-Unfallfrei und sehr guter technischer Zustand. Vespa lief stets zuverlässig und hat mich nie im Stich gelassen

Kaufumfang:
-Vespa ET2 Carb gemäss Bilder
-2x Schlüssel (passend für Zündschloss, Handschuhfach und Sitzbank)
-Fahrzeugausweis
-Gepäckträger hinten
-Vespa Topcase mit 2 Schlüssel

Bei Bedarf können weitere Bilder zugesendet werden. Besichtigung (Binningen bei Basel) möglich und erwünscht. Fahrzeug wird ab Platz und ohne Garantie angeboten. Nachverhandlungen sind ausgeschlossen.",No price found,No date & place found
PIAGGIO VESPA ET2 50 Carb. Blau 65Km/h ab MFK Jan-2025,"Tolle praktische und zuverlässige Vespa mit grossem Topcase. Ab MFK 28-Jan-2025
(kann somit sofort eingelöst werden und muss erst mitte 2027 wieder vorgeführt werden)

-Fahrzeug: PIAGGIO VESPA ET2 Carb. (entdrosselt mit ensprechendem Eintrag im Fahrzeugausweis)
-Höchstgeschwindigkeit: 65km/h (kommt gemäss Tacho auf knapp 70km/h)
-Farbe: Blau
-Inverkehrsetzung: Mai 2000
-KM: 37'660
-Unfallfrei und sehr guter technischer Zustand. Vespa lief stets zuverlässig und hat mich nie im Stich gelassen

Kaufumfang:
-Vespa ET2 Carb gemäss Bilder
-2x Schlüssel (passend für Zündschloss, Handschuhfach und Sitzbank)
-Fahrzeugausweis
-Gepäckträger hinten
-Vespa Topcase mit 2 Schlüssel

Bei Bedarf können weitere Bilder zugesendet werden. Besichtigung (Binningen bei Basel) möglich und erwünscht. Fahrzeug wird ab Platz und ohne Garantie angeboten. Nachverhandlungen sind ausgeschlossen.",No price found,No date & place found
"Tolle praktische und zuverlässige Vespa mit grossem Topcase. Ab MFK 28-Jan-2025
(kann somit sofort eingelöst werden und muss erst mitte 2027 wieder vorgeführt werden)

-Fahrzeug: PIAGGIO VESPA ET2 Carb. (entdrosselt mit ensprechendem Eintrag im Fahrzeugausweis)
-Höchstgeschwindigkeit: 65km/h (kommt gemäss Tacho auf knapp 70km/h)
-Farbe: Blau
-Inverkehrsetzung: Mai 2000
-KM: 37'660
-Unfallfrei und sehr guter technischer Zustand. Vespa lief stets zuverlässig und hat mich nie im Stich gelassen

Kaufumfang:
-Vespa ET2 Carb gemäss Bilder
-2x Schlüssel (passend für Zündschloss, Handschuhfach und Sitzbank)
-Fahrzeugausweis
-Gepäckträger hinten
-Vespa Topcase mit 2 Schlüssel

Bei Bedarf können weitere Bilder zugesendet werden. Besichtigung (Binningen bei Basel) möglich und erwünscht. Fahrzeug wird ab Platz und ohne Garantie angeboten. Nachverhandlungen sind ausgeschlossen.","Sehr zuverlässige Honda Transalp mit grossem Topcase und 2 grossen Seitenkoffer Givi , Metzeler Reifen, frisch ab MFK und Service. Sehr viele neue Ersatzteile gibt es dazu wie auf dem Bild 5 zu sehen. Für weitere Fragen telefonische Auskunft .",No price found,No date & place found
Zu Verlaufen Honda Transalp,"Sehr zuverlässige Honda Transalp mit grossem Topcase und 2 grossen Seitenkoffer Givi , Metzeler Reifen, frisch ab MFK und Service. Sehr viele neue Ersatzteile gibt es dazu wie auf dem Bild 5 zu sehen. Für weitere Fragen telefonische Auskunft .",No price found,No date & place found
"Sehr zuverlässige Honda Transalp mit grossem Topcase und 2 grossen Seitenkoffer Givi , Metzeler Reifen, frisch ab MFK und Service. Sehr viele neue Ersatzteile gibt es dazu wie auf dem Bild 5 zu sehen. Für weitere Fragen telefonische Auskunft .",Schönes und zuverläsiges Motorrad auf wunsch ab MFK für 200Fr. mehr,No price found,No date & place found
Yamaha FJR 1300,Schönes und zuverläsiges Motorrad auf wunsch ab MFK für 200Fr. mehr,No price found,No date & place found
Schönes und zuverläsiges Motorrad auf wunsch ab MFK für 200Fr. mehr,"Ich verkaufe dass motorrad nur ungern wegen mangelnder Nutzung, Sehr guter Zustand.
 
Tel. 0763382644",No price found,No date & place found
Kawasaki Z750 ABS,"Ich verkaufe dass motorrad nur ungern wegen mangelnder Nutzung, Sehr guter Zustand.
 
Tel. 0763382644",No price found,No date & place found
"Ich verkaufe dass motorrad nur ungern wegen mangelnder Nutzung, Sehr guter Zustand.
 
Tel. 0763382644","City Dragan Davidson darf ab 14 Jahren mit dem Kategorie M und ab 16 Jahren prüfungsfrei gefahren werden.
Dabei dürfen Sie ohne Nummer auf der Strasse und den Velowegen fahren.
Unser City Dragan Davidson ist für eine Person zugelassen. Die integrierte Alarmanlage sorgt für Sicherheit. Die abschliessbare Batterie kann problemlos am Griff entnommen werden. Typisch e-drive24, wird der City Dragan Davidson mit einem Handyhalter mit Ladefunktion ausgeliefert.",No price found,No date & place found
"City Dragon Davidson SR(HL6.0), 20 Km/h Elektro Roller","City Dragan Davidson darf ab 14 Jahren mit dem Kategorie M und ab 16 Jahren prüfungsfrei gefahren werden.
Dabei dürfen Sie ohne Nummer auf der Strasse und den Velowegen fahren.
Unser City Dragan Davidson ist für eine Person zugelassen. Die integrierte Alarmanlage sorgt für Sicherheit. Die abschliessbare Batterie kann problemlos am Griff entnommen werden. Typisch e-drive24, wird der City Dragan Davidson mit einem Handyhalter mit Ladefunktion ausgeliefert.",No price found,No date & place found
"City Dragan Davidson darf ab 14 Jahren mit dem Kategorie M und ab 16 Jahren prüfungsfrei gefahren werden.
Dabei dürfen Sie ohne Nummer auf der Strasse und den Velowegen fahren.
Unser City Dragan Davidson ist für eine Person zugelassen. Die integrierte Alarmanlage sorgt für Sicherheit. Die abschliessbare Batterie kann problemlos am Griff entnommen werden. Typisch e-drive24, wird der City Dragan Davidson mit einem Handyhalter mit Ladefunktion ausgeliefert.","Die legendäre Super Blackbird ist in einem Top Zustand. 

Regelmässiger Service und frisch ab MFK
Neue Pneus vorne und hinten

Aus familiären Gründen muss ich mich leider von diesem tollen Bike trennen.",No price found,No date & place found
CBR 1100 frisch ab MFK und Service,"Die legendäre Super Blackbird ist in einem Top Zustand. 

Regelmässiger Service und frisch ab MFK
Neue Pneus vorne und hinten

Aus familiären Gründen muss ich mich leider von diesem tollen Bike trennen.",No price found,No date & place found
"Die legendäre Super Blackbird ist in einem Top Zustand. 

Regelmässiger Service und frisch ab MFK
Neue Pneus vorne und hinten

Aus familiären Gründen muss ich mich leider von diesem tollen Bike trennen.",Hiermit Verkaufe ich meine Kawaski Z125. Das Modell ist von 2022 und somit hat es noch bis 2027 Mfk. Ich habe noch vor kurzem  beide Pneus gewechselt. Wird momentan noch gefahren Preis Verhandelbar,No price found,No date & place found
Kawasaki Z125,Hiermit Verkaufe ich meine Kawaski Z125. Das Modell ist von 2022 und somit hat es noch bis 2027 Mfk. Ich habe noch vor kurzem  beide Pneus gewechselt. Wird momentan noch gefahren Preis Verhandelbar,No price found,No date & place found
Hiermit Verkaufe ich meine Kawaski Z125. Das Modell ist von 2022 und somit hat es noch bis 2027 Mfk. Ich habe noch vor kurzem  beide Pneus gewechselt. Wird momentan noch gefahren Preis Verhandelbar,"Vendo Yamaha XJ 900 S

Batteria nuova, pneumatici 80%, dischi e pastiglie freni anteriori nuovi.

Ultimo collaudo: 17 ottobre 2022

Regalo moto gemella per pezzi di ricambio.

Vendo per cambio categoria.

XJ 900S",No price found,No date & place found
Yamaha XJ900S,"Vendo Yamaha XJ 900 S

Batteria nuova, pneumatici 80%, dischi e pastiglie freni anteriori nuovi.

Ultimo collaudo: 17 ottobre 2022

Regalo moto gemella per pezzi di ricambio.

Vendo per cambio categoria.

XJ 900S",No price found,No date & place found
"Vendo Yamaha XJ 900 S

Batteria nuova, pneumatici 80%, dischi e pastiglie freni anteriori nuovi.

Ultimo collaudo: 17 ottobre 2022

Regalo moto gemella per pezzi di ricambio.

Vendo per cambio categoria.

XJ 900S","Collaudata 6/2024 , Luce , batteria e gomme nuove. Prezzo fr. 6500",No price found,No date & place found
Suzuki Hyabusa prima generazione,"Collaudata 6/2024 , Luce , batteria e gomme nuove. Prezzo fr. 6500",No price found,No date & place found
"Collaudata 6/2024 , Luce , batteria e gomme nuove. Prezzo fr. 6500","Verkaufe hiermit meine Yamaha XVS125, das Motorrad ist in einem Top Zustand und läuft einwandfrei.

Es wurde kürzlich ein Service durchgeführt:

Kraftstoffkreislauf kontrolliert 
Kraftstoffhahn ersetzt 
Motorenöl und Ölfilter ersetzt 
Batterie ersetzt
Ladespannung kontrolliert 

Leistung: 9.6KW
Kilometerstand: 13?300
Baujahr : 2003
Führerscheinklasse: A1
Besichtigung und Probefahrt Möglich.",No price found,No date & place found
Yamaha XVS 125,"Verkaufe hiermit meine Yamaha XVS125, das Motorrad ist in einem Top Zustand und läuft einwandfrei.

Es wurde kürzlich ein Service durchgeführt:

Kraftstoffkreislauf kontrolliert 
Kraftstoffhahn ersetzt 
Motorenöl und Ölfilter ersetzt 
Batterie ersetzt
Ladespannung kontrolliert 

Leistung: 9.6KW
Kilometerstand: 13?300
Baujahr : 2003
Führerscheinklasse: A1
Besichtigung und Probefahrt Möglich.",No price found,No date & place found
"Verkaufe hiermit meine Yamaha XVS125, das Motorrad ist in einem Top Zustand und läuft einwandfrei.

Es wurde kürzlich ein Service durchgeführt:

Kraftstoffkreislauf kontrolliert 
Kraftstoffhahn ersetzt 
Motorenöl und Ölfilter ersetzt 
Batterie ersetzt
Ladespannung kontrolliert 

Leistung: 9.6KW
Kilometerstand: 13?300
Baujahr : 2003
Führerscheinklasse: A1
Besichtigung und Probefahrt Möglich.",Super Zustand ab grosse servis. 10 000km,No price found,No date & place found
Piaggio Typhoon 125 4t,Super Zustand ab grosse servis. 10 000km,No price found,No date & place found
Super Zustand ab grosse servis. 10 000km,"Vendo Triumph Scrambler 2007 carburatori (molto ricercata).  

La moto è ferma in un garage ed ha bisogno di un po' di cure, moltissimi ricambi nuovi originali triumph compresi nel prezzo:  

-Sella 
-Frecce 
-Specchietti
-Kit catena corona pignone ancora imballato 
-Filtro olio 
-Candele 
-Filtro aria 
-Disco freno posteriore  

La moto si trova a Lugano.  Per visione e informazioni 0765952541.  

Alessandro",No price found,No date & place found
Triumph Street Scrambler carb 2007,"Vendo Triumph Scrambler 2007 carburatori (molto ricercata).  

La moto è ferma in un garage ed ha bisogno di un po' di cure, moltissimi ricambi nuovi originali triumph compresi nel prezzo:  

-Sella 
-Frecce 
-Specchietti
-Kit catena corona pignone ancora imballato 
-Filtro olio 
-Candele 
-Filtro aria 
-Disco freno posteriore  

La moto si trova a Lugano.  Per visione e informazioni 0765952541.  

Alessandro",No price found,No date & place found
"Vendo Triumph Scrambler 2007 carburatori (molto ricercata).  

La moto è ferma in un garage ed ha bisogno di un po' di cure, moltissimi ricambi nuovi originali triumph compresi nel prezzo:  

-Sella 
-Frecce 
-Specchietti
-Kit catena corona pignone ancora imballato 
-Filtro olio 
-Candele 
-Filtro aria 
-Disco freno posteriore  

La moto si trova a Lugano.  Per visione e informazioni 0765952541.  

Alessandro","Kawasaki Z400 zu verkaufen
Jahrgang 2019 , 31000km
ab Service 
Fahrzeug wird frisch vorgeführt (MFK)
Leistung 33.4 kW
Naked Bike , für Kategorie A-
Fahrzeug wird im Kundenauftrag verkauft
Motorrad kann gerne besichtigt und probegefahren werden:

Sieber Motos
Glärnischstrasse 38
9500 Wil
079 715 16 92",No price found,No date & place found
KAWASAKI Z 400 ABS,"Kawasaki Z400 zu verkaufen
Jahrgang 2019 , 31000km
ab Service 
Fahrzeug wird frisch vorgeführt (MFK)
Leistung 33.4 kW
Naked Bike , für Kategorie A-
Fahrzeug wird im Kundenauftrag verkauft
Motorrad kann gerne besichtigt und probegefahren werden:

Sieber Motos
Glärnischstrasse 38
9500 Wil
079 715 16 92",No price found,No date & place found
"Kawasaki Z400 zu verkaufen
Jahrgang 2019 , 31000km
ab Service 
Fahrzeug wird frisch vorgeführt (MFK)
Leistung 33.4 kW
Naked Bike , für Kategorie A-
Fahrzeug wird im Kundenauftrag verkauft
Motorrad kann gerne besichtigt und probegefahren werden:

Sieber Motos
Glärnischstrasse 38
9500 Wil
079 715 16 92","Anfang 2024 war das Motorrad im grossen Service. Neu gemacht wurden Kettenkit, Batterie und Bremsscheibe/Beläge hinten. Ausserdem auch neue Reifen, Pirelli Scorpion Trail II. Am 19.02.2024 wurde sie erfolgreich vorgeführt. Der Tripmaster funktioniert seit Jahren nicht mehr. Ich habe dieses Motorrad momentan mit Wechselnummer mit der CRF1000 eingelöst. Es fällt mir nicht leicht, meine erste grosse Maschine wegzugeben, aber da ich selbst keine Schrauberin bin, möchte ich nur noch die CRF behalten. Es ist mir auch zu teuer, beide immer in Schuss zu halten. Bei Interesse kann meine ""Queen"" gerne besichtigt und Probegefahren werden. Tagsüber bin ich Jobmässig telefonisch nicht gut erreichbar, einfach eine Nachricht hinterlassen dann rufe ich so bald wie möglich zurück.",No price found,No date & place found
Honda Africa Twin XRV 750 zu verkaufen mit MFK,"Anfang 2024 war das Motorrad im grossen Service. Neu gemacht wurden Kettenkit, Batterie und Bremsscheibe/Beläge hinten. Ausserdem auch neue Reifen, Pirelli Scorpion Trail II. Am 19.02.2024 wurde sie erfolgreich vorgeführt. Der Tripmaster funktioniert seit Jahren nicht mehr. Ich habe dieses Motorrad momentan mit Wechselnummer mit der CRF1000 eingelöst. Es fällt mir nicht leicht, meine erste grosse Maschine wegzugeben, aber da ich selbst keine Schrauberin bin, möchte ich nur noch die CRF behalten. Es ist mir auch zu teuer, beide immer in Schuss zu halten. Bei Interesse kann meine ""Queen"" gerne besichtigt und Probegefahren werden. Tagsüber bin ich Jobmässig telefonisch nicht gut erreichbar, einfach eine Nachricht hinterlassen dann rufe ich so bald wie möglich zurück.",No price found,No date & place found
"Anfang 2024 war das Motorrad im grossen Service. Neu gemacht wurden Kettenkit, Batterie und Bremsscheibe/Beläge hinten. Ausserdem auch neue Reifen, Pirelli Scorpion Trail II. Am 19.02.2024 wurde sie erfolgreich vorgeführt. Der Tripmaster funktioniert seit Jahren nicht mehr. Ich habe dieses Motorrad momentan mit Wechselnummer mit der CRF1000 eingelöst. Es fällt mir nicht leicht, meine erste grosse Maschine wegzugeben, aber da ich selbst keine Schrauberin bin, möchte ich nur noch die CRF behalten. Es ist mir auch zu teuer, beide immer in Schuss zu halten. Bei Interesse kann meine ""Queen"" gerne besichtigt und Probegefahren werden. Tagsüber bin ich Jobmässig telefonisch nicht gut erreichbar, einfach eine Nachricht hinterlassen dann rufe ich so bald wie möglich zurück.",Top Occasion 500 watt 48 volt,No price found,No date & place found
Elektrofahrzeuge 20 km/h,Top Occasion 500 watt 48 volt,No price found,No date & place found
Top Occasion 500 watt 48 volt,"Yamaha RN19 YZF-R1  
Occasion ab MFK 
Keine Sturzschäden 
Motorrad in Originalzustand",No price found,No date & place found
Yamaha R1,"Yamaha RN19 YZF-R1  
Occasion ab MFK 
Keine Sturzschäden 
Motorrad in Originalzustand",No price found,No date & place found
